node,community,total_degree,weighted_total_degree,total_degree_in_group,weighted_total_degree_in_group,total_degree_between,weighted_total_degree_between,in_group_ratio,internal_strength_fraction,k_core_all,s_core_all,undirected_reach_2,total_degree_normalized,ego_density,density_clustering_coefficient,barrat_weighted_clustering,modularity_vitality_hub,modularity_vitality_bridge,undirected_reach_2_normalized
Deployment,3,7,7.0,4,4.0,3,3.0,0.5714285714285714,0.5714285714285714,7,10,149,4.322989038134939e-5,1.0,0.75,1.0,0.0,3.255947430180761e-5,0.0022824754901960786
ForceDesign,3,7,7.0,4,4.0,3,3.0,0.5714285714285714,0.5714285714285714,7,10,149,4.322989038134939e-5,1.0,0.75,1.0,0.0,3.255947430180761e-5,0.0022824754901960786
Partners,3,7,7.0,4,4.0,3,3.0,0.5714285714285714,0.5714285714285714,7,10,149,4.322989038134939e-5,1.0,0.75,1.0,0.0,3.255947430180761e-5,0.0022824754901960786
Allies,3,7,7.0,4,4.0,3,3.0,0.5714285714285714,0.5714285714285714,7,10,149,4.322989038134939e-5,1.0,0.75,1.0,0.0,3.255947430180761e-5,0.0022824754901960786
水陸機動団,4,7,280.0,6,240.0,1,40.0,0.8571428571428571,0.8571428571428571,7,84,132,0.0017291956152539756,1.0,0.75,1.0,0.004448563226909896,0.0,0.002022058823529412
AmphibiousRapidDeployment,4,7,280.0,6,240.0,1,40.0,0.8571428571428571,0.8571428571428571,7,84,132,0.0017291956152539756,1.0,0.75,1.0,0.004448563226909896,0.0,0.002022058823529412
JapanGroundSelfDefenseForce,4,7,280.0,6,240.0,1,40.0,0.8571428571428571,0.8571428571428571,7,84,132,0.0017291956152539756,1.0,0.75,1.0,0.004448563226909896,0.0,0.002022058823529412
DualCarrierOps,10,1,2.0,1,2.0,0,0.0,1.0,1.0,1,2,132,1.2351397251814112e-5,1.0,0.0,0.0,0.0,1.3044534477146819e-5,0.002022058823529412
コープノース２２,10,3,7.0,3,7.0,0,0.0,1.0,1.0,3,10,132,4.322989038134939e-5,1.0,0.5,1.0,0.0,4.5655397929111885e-5,0.002022058823529412
FightNow,10,2,4.0,2,4.0,0,0.0,1.0,1.0,2,4,134,2.4702794503628223e-5,1.0,0.3333333333333333,1.0,0.0,2.608896159828067e-5,0.0020526960784313726
LabanKabataan,7,2,2.0,2,2.0,0,0.0,1.0,1.0,2,2,14,1.2351397251814112e-5,1.0,0.3333333333333333,1.0,5.220488546953117e-5,0.0,0.0002144607843137255
95KabataanPartylist,7,2,2.0,2,2.0,0,0.0,1.0,1.0,2,2,14,1.2351397251814112e-5,1.0,0.3333333333333333,1.0,5.220488546953117e-5,0.0,0.0002144607843137255
eltrafico,9,2,12.0,2,12.0,0,0.0,1.0,1.0,2,15,29,7.410838351088467e-5,1.0,0.3333333333333333,1.0,0.0003617906317562314,0.0,0.00044424019607843137
lafc,9,5,17.0,5,17.0,0,0.0,1.0,1.0,3,16,29,0.00010498687664041995,0.6666666666666666,0.3333333333333333,0.6323529411764706,0.0005129422276740625,0.0,0.00044424019607843137
EABO,10,1,27.0,1,27.0,0,0.0,1.0,1.0,1,29,132,0.0001667438628994905,1.0,0.0,0.0,0.0,0.0001760917039214105,0.002022058823529412
USMC,10,6,59.0,4,57.0,2,2.0,0.6666666666666666,0.9661016949152542,5,51,152,0.0003643662189285163,0.7619047619047619,0.47619047619047616,0.511864406779661,0.0,0.0004796079871848269,0.0023284313725490196
US,1,5,6.0,4,5.0,1,1.0,0.8,0.8333333333333334,4,5,53,3.7054191755442337e-5,0.8,0.4666666666666667,0.75,0.00010437419483200205,0.0,0.0008118872549019608
JusticeForJenniferLaude,3,3,9.0,3,9.0,0,0.0,1.0,1.0,3,13,14,5.5581287633163505e-5,1.0,0.5,1.0,0.0002568685514258151,0.0,0.0002144607843137255
JunkVFAEDCA,3,3,9.0,3,9.0,0,0.0,1.0,1.0,3,13,14,5.5581287633163505e-5,1.0,0.5,1.0,0.0002568685514258151,0.0,0.0002144607843137255
USTroopsOutNow,3,6,62.0,6,62.0,0,0.0,1.0,1.0,3,36,14,0.00038289331480623743,0.5714285714285714,0.2857142857142857,0.567741935483871,0.0017846007800804697,0.0,0.0002144607843137255
ArawNgKagitingan80,3,1,7.0,1,7.0,0,0.0,1.0,1.0,1,10,13,4.322989038134939e-5,1.0,0.0,0.0,0.00019972284434233156,0.0,0.0001991421568627451
BLACKANDGOLD,9,3,3.0,3,3.0,0,0.0,1.0,1.0,3,3,29,1.8527095877721168e-5,1.0,0.5,1.0,9.031903797263041e-5,0.0,0.00044424019607843137
BLOCKBYBLOCK,9,3,3.0,3,3.0,0,0.0,1.0,1.0,3,3,29,1.8527095877721168e-5,1.0,0.5,1.0,9.031903797263041e-5,0.0,0.00044424019607843137
tongvaland,9,2,2.0,2,2.0,0,0.0,1.0,1.0,2,2,29,1.2351397251814112e-5,1.0,0.3333333333333333,1.0,6.0203174389705794e-5,0.0,0.00044424019607843137
